player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id,p1_frames_win_rate,p2_frames_win_rate,p1_matches_win_rate,p2_matches_win_rate
Tom Ford,Robert Milkins,9,1411,1414,0.4953858503317341,0.498125008789013,894,510,6057,3232,1097,637,7616,4085,267,139,835,447,420,213,811,413,5,2,0.0,0.7142857142857143,5808,0.5335974905068516,0.5363707983193278,0.5704697986577181,0.5806745670009116
Ali Carter,Stuart Bingham,9,1452,1457,0.4923100709602251,0.4968750406894683,1256,770,8478,4682,1456,920,10074,5716,289,164,999,572,252,131,1042,564,5,4,0.0,0.5555555555555556,5808,0.5522528898325076,0.5674012308914036,0.6130573248407644,0.6318681318681318
Zhang Anda,Noppon Saengkham,9,1404,1449,0.4311492878986184,0.4719046255916129,429,215,2950,1491,421,219,2862,1439,187,108,440,240,256,137,629,333,5,1,0.0,0.8333333333333334,5808,0.5054237288135593,0.5027952480782669,0.5011655011655012,0.5201900237529691
Si Jiahui,Mark Allen,9,1448,1532,0.3731335547924106,0.4476920904256747,137,71,886,469,1019,674,7178,4078,272,153,636,339,240,128,934,538,4,5,1.0,0.4444444444444444,5808,0.5293453724604966,0.5681248258567846,0.5182481751824818,0.661432777232581
Stephen Maguire,Wu Yize,9,1387,1342,0.5688507121013816,0.5280953744083872,1166,753,8477,4762,78,37,552,278,118,59,568,295,151,78,404,215,4,5,1.0,0.4444444444444444,5808,0.5617553379733397,0.5036231884057971,0.6457975986277873,0.47435897435897434
Judd Trump,Barry Hawkins,9,1586,1551,0.5536617994848322,0.5218610539716015,1376,979,9380,5647,1287,804,8854,4955,356,218,1419,868,209,121,893,506,5,2,0.0,0.7142857142857143,5808,0.6020255863539445,0.5596340637000226,0.7114825581395349,0.6247086247086248
Ronnie O'Sullivan,Yuan Sijun,9,1614,1424,0.7670653449627305,0.6165665045213193,1471,1120,12690,7745,232,118,1462,743,143,87,1049,622,107,59,493,276,5,1,0.0,0.8333333333333334,5808,0.6103230890464934,0.5082079343365253,0.761386811692726,0.5086206896551724
Aaron Hill,He Guoqiang,9,1239,1146,0.6398886059283445,0.5578645727207344,93,40,531,247,31,18,171,89,135,68,408,195,88,57,88,57,5,3,0.0,0.625,5808,0.4651600753295669,0.52046783625731,0.43010752688172044,0.5806451612903226
Lyu Haotian,Zhang Anda,9,1409,1404,0.5076899290397746,0.5031249593105316,303,151,1948,964,429,215,2950,1491,161,84,561,297,187,108,440,240,5,2,0.0,0.7142857142857143,5808,0.4948665297741273,0.5054237288135593,0.49834983498349833,0.5011655011655012
Xiao Guodong,Tom Ford,9,1456,1411,0.5688507121013816,0.5280953744083872,714,415,4466,2450,894,510,6057,3232,330,177,854,459,267,139,835,447,4,5,1.0,0.4444444444444444,5808,0.54858934169279,0.5335974905068516,0.5812324929971989,0.5704697986577181
Ali Carter,Liam Highfield,9,1452,1291,0.731942685280923,0.5992881635083561,1256,770,8478,4682,495,261,3305,1713,289,164,999,572,81,37,451,219,5,1,0.0,0.8333333333333334,5808,0.5522528898325076,0.5183055975794251,0.6130573248407644,0.5272727272727272
Jack Lisowski,Mark Allen,9,1502,1532,0.4539653256740725,0.4812587841214648,757,462,4891,2676,1019,674,7178,4078,286,156,1026,548,240,128,934,538,2,5,1.0,0.2857142857142857,5808,0.5471273768145574,0.5681248258567846,0.6103038309114928,0.661432777232581
Wu Yize,Aaron Hill,9,1342,1239,0.6541595421142608,0.5640216374262577,78,37,552,278,93,40,531,247,151,78,404,215,135,68,408,195,5,4,0.0,0.5555555555555556,5808,0.5036231884057971,0.4651600753295669,0.47435897435897434,0.43010752688172044
Tom Ford,Judd Trump,9,1411,1586,0.2507586301329777,0.3923368301671083,894,510,6057,3232,1376,979,9380,5647,267,139,835,447,356,218,1419,868,0,5,1.0,0.0,5808,0.5335974905068516,0.6020255863539445,0.5704697986577181,0.7114825581395349
Lyu Haotian,Ronnie O'Sullivan,9,1409,1614,0.2158727780954866,0.3746076502794488,303,151,1948,964,1471,1120,12690,7745,161,84,561,297,143,87,1049,622,5,1,0.0,0.8333333333333334,5808,0.4948665297741273,0.6103230890464934,0.49834983498349833,0.761386811692726
Ali Carter,Mark Allen,9,1452,1532,0.3789715319699309,0.4501660026875221,1256,770,8478,4682,1019,674,7178,4078,289,164,999,572,240,128,934,538,5,2,0.0,0.7142857142857143,5808,0.5522528898325076,0.5681248258567846,0.6130573248407644,0.661432777232581
Wu Yize,Judd Trump,11,1342,1586,0.1521858655902991,0.3520591979193497,78,37,552,278,1376,979,9380,5647,151,78,404,215,356,218,1419,868,1,6,1.0,0.1428571428571429,5808,0.5036231884057971,0.6020255863539445,0.47435897435897434,0.7114825581395349
Ali Carter,Lyu Haotian,11,1452,1409,0.572333394721473,0.5268491486891144,1256,770,8478,4682,303,151,1948,964,289,164,999,572,161,84,561,297,6,2,0.0,0.75,5808,0.5522528898325076,0.4948665297741273,0.6130573248407644,0.49834983498349833
Judd Trump,Ali Carter,19,1586,1452,0.7697684654952277,0.5829754542011996,1376,979,9380,5647,1256,770,8478,4682,356,218,1419,868,289,164,999,572,10,7,0.0,0.5882352941176471,5808,0.6020255863539445,0.5522528898325076,0.7114825581395349,0.6130573248407644
Ryan Davies,Bradley Cowdroy,7,1068,967,0.6352110684578025,0.5627917401386452,51,25,243,121,16,5,73,30,44,23,140,65,11,3,53,21,4,2,0.0,0.6666666666666666,5203,0.49794238683127573,0.410958904109589,0.49019607843137253,0.3125
Fan Zhengyi,Andres Petrov,7,1332,1050,0.8307179588376647,0.669295402777446,140,56,910,398,52,18,311,129,186,100,518,257,86,27,174,63,4,1,0.0,0.8,5203,0.43736263736263736,0.41479099678456594,0.4,0.34615384615384615
Mink Nutcharut,Cao Yupeng,7,979,1406,0.0761097969703051,0.2558788056967157,27,2,152,44,343,180,2313,1193,85,25,151,44,186,104,457,248,0,4,1.0,0.0,5203,0.2894736842105263,0.5157803718115003,0.07407407407407407,0.5247813411078717
Zhou Yuelong,Ben Woollaston,7,1391,1394,0.4958985144028909,0.498125008789013,462,274,2899,1561,805,455,5066,2689,265,131,828,443,176,91,547,288,4,2,0.0,0.6666666666666666,5203,0.5384615384615384,0.5307935254638768,0.5930735930735931,0.5652173913043478
Wu Yize,Ishpreet Singh Chadha,7,1363,1168,0.7470110120975012,0.6195173196470847,84,42,600,304,20,14,101,65,199,104,452,241,101,65,101,65,4,0,0.0,1.0,5203,0.5066666666666667,0.6435643564356436,0.5,0.7
Gary Wilson,Pang Junxu,7,1382,1435,0.4279607021974466,0.4669233776338953,669,384,4280,2302,131,71,818,424,219,111,749,384,254,146,594,329,4,3,0.0,0.5714285714285714,5203,0.5378504672897196,0.5183374083129584,0.5739910313901345,0.5419847328244275
Ian Burns,Mark Williams,7,1230,1606,0.1026320673987418,0.280900342583616,474,232,2978,1478,1752,1152,12782,7344,123,57,434,204,288,175,1119,654,0,4,1.0,0.0,5203,0.49630624580255206,0.5745579721483336,0.48945147679324896,0.6575342465753424
Michael White,Sam Craigie,7,1346,1415,0.4065907825999159,0.4569816192756902,676,372,4369,2276,328,175,1949,1022,150,75,541,282,136,75,529,284,4,0,0.0,1.0,5203,0.5209430075532159,0.5243714725500257,0.5502958579881657,0.5335365853658537
Jordan Brown,Ricky Walden,7,1304,1344,0.4454942008640323,0.47502081252106,303,156,1846,925,1111,660,7498,4107,216,102,736,383,234,112,830,449,0,4,1.0,0.0,5203,0.5010834236186349,0.547746065617498,0.5148514851485149,0.594059405940594
Lyu Haotian,Chris Wakelin,7,1454,1420,0.5463726874746992,0.5212372149662741,309,156,1989,991,363,194,2351,1208,202,111,602,324,266,152,634,333,1,4,1.0,0.1999999999999999,5203,0.49824032176973354,0.5138239047213952,0.5048543689320388,0.5344352617079889
Hossein Vafaei,Liam Graham,7,1447,1005,0.9305416133877966,0.7511957822308614,290,173,2016,1058,33,12,175,74,267,148,725,398,54,18,144,58,4,0,0.0,1.0,5203,0.5248015873015873,0.4228571428571429,0.596551724137931,0.36363636363636365
Judd Trump,Sean O'Sullivan,7,1650,1084,0.9692006398332114,0.8045533772735622,1383,986,9434,5688,269,101,1675,738,410,259,1473,909,100,37,206,83,4,0,0.0,1.0,5203,0.6029255882976469,0.4405970149253731,0.7129428778018799,0.3754646840148699
Jak Jones,Allan Taylor,7,1404,1233,0.7203516579445735,0.6052765337748445,357,168,2278,1068,422,194,2457,1175,235,129,622,324,109,52,344,150,3,4,1.0,0.4285714285714286,5203,0.4688323090430202,0.47822547822547823,0.47058823529411764,0.4597156398104265
Elliot Slessor,Ryan Davies,7,1293,1068,0.7782368395177592,0.6370307944803831,328,156,2018,977,51,25,243,121,186,99,493,243,44,23,140,65,4,2,0.0,0.6666666666666666,5203,0.48414271555996036,0.49794238683127573,0.47560975609756095,0.49019607843137253
Aaron Hill,Yuan Sijun,7,1304,1453,0.3053020955092621,0.4079370718351808,98,44,565,271,236,121,1486,759,169,92,442,219,131,75,517,292,0,4,1.0,0.0,5203,0.479646017699115,0.5107671601615074,0.4489795918367347,0.5127118644067796
Alfie Burden,Matthew Selt,7,1274,1400,0.3332532758471846,0.4218947671156908,788,412,5600,2849,836,452,5377,2797,162,89,351,170,381,195,905,464,2,4,1.0,0.3333333333333333,5203,0.50875,0.5201785382183374,0.5228426395939086,0.5406698564593302
Mark Selby,Xing Zihao,7,1584,1011,0.9706670146263396,0.8072905458819248,1502,1029,10736,6257,7,2,39,15,423,239,1272,721,39,15,39,15,4,1,0.0,0.8,5203,0.5828055141579732,0.38461538461538464,0.6850865512649801,0.2857142857142857
Reanne Evans,Jimmy Robertson,7,969,1406,0.0716207594990832,0.2511478044798466,200,61,1123,439,709,389,4638,2422,89,34,221,66,231,127,705,383,0,4,1.0,0.0,5203,0.39091718610863757,0.5222078482104355,0.305,0.5486600846262342
Liam Pullen,Ahmed Aly Elsayed,7,1063,977,0.6157933128709394,0.5535439031511183,26,14,157,78,6,0,28,5,87,44,157,78,28,5,28,5,4,0,0.0,1.0,5203,0.4968152866242038,0.17857142857142858,0.5384615384615384,0.0
Ken Doherty,Jackson Page,7,1240,1352,0.3507768876685381,0.4304537760607709,1270,739,10011,5405,169,83,1081,533,143,64,390,169,165,88,526,271,0,4,1.0,0.0,5203,0.539906103286385,0.49306197964847365,0.5818897637795276,0.4911242603550296
Ronnie O'Sullivan,Andrew Pagett,7,1612,1145,0.9405659944917832,0.7626928317357139,1476,1124,12723,7766,325,143,2075,984,176,108,1082,643,141,63,288,114,4,0,0.0,1.0,5203,0.6103906311404543,0.4742168674698795,0.7615176151761518,0.44
Martin O'Donnell,Liam Highfield,7,1331,1317,0.5191328123553783,0.5087491068802403,471,236,2920,1476,499,264,3333,1729,98,53,379,194,109,53,479,235,4,1,0.0,0.8,5203,0.5054794520547945,0.5187518751875188,0.5010615711252654,0.5290581162324649
Joe O'Connor,Jimmy White,7,1388,1187,0.7534472409879828,0.6230466603666162,249,120,1590,791,1555,838,12955,6706,199,108,566,292,125,52,354,148,4,2,0.0,0.6666666666666666,5203,0.49748427672955975,0.5176379776148206,0.4819277108433735,0.5389067524115756
Fergal O'Brien,Stephen Hendry,7,1233,1217,0.5218633393972989,0.5099986668799655,1023,560,7464,3882,1286,898,11821,6919,74,35,386,183,25,6,99,28,4,0,0.0,1.0,5203,0.520096463022508,0.5853142712122494,0.5474095796676441,0.6982892690513219
Robbie Williams,Robert Milkins,7,1417,1403,0.5191328123553782,0.5087491068802403,527,282,3358,1724,1100,639,7639,4097,181,103,483,259,443,225,834,425,1,4,1.0,0.1999999999999999,5203,0.5134008338296605,0.5363267443382642,0.5351043643263758,0.5809090909090909
Rod Lawler,Hammad Miah,7,1234,1233,0.5013671846516985,0.5006249996744794,926,479,6786,3451,265,106,1707,771,88,40,302,143,118,53,403,197,3,4,1.0,0.4285714285714286,5203,0.5085470085470085,0.45166959578207383,0.5172786177105831,0.4
Anthony McGill,Himanshu Jain,7,1457,935,0.9584321733617698,0.7866752721841397,728,433,4835,2631,26,6,136,42,205,112,752,407,62,9,136,42,4,1,0.0,0.8,5203,0.5441571871768356,0.3088235294117647,0.5947802197802198,0.23076923076923078
Daniel Wells,Stephen Maguire,7,1380,1397,0.4767717980230936,0.4893765989950362,496,248,3237,1617,1170,756,8506,4781,159,89,393,215,147,78,597,314,3,4,1.0,0.4285714285714286,5203,0.4995366079703429,0.5620738302374795,0.5,0.6461538461538462
Jack Lisowski,Matthew Stevens,7,1500,1390,0.6466907800352545,0.5683199834782481,761,465,4920,2693,1104,638,8361,4537,315,173,1055,565,166,88,522,274,4,1,0.0,0.8,5203,0.5473577235772358,0.5426384403779452,0.6110381077529566,0.5778985507246377
Oliver Lines,Kyren Wilson,7,1341,1584,0.2042030834994737,0.352629692418451,347,165,2084,1022,957,609,6111,3448,146,77,444,224,322,194,1385,792,4,3,0.0,0.5714285714285714,5203,0.4904030710172745,0.5642284405171003,0.4755043227665706,0.6363636363636364
David Lilley,Thepchaiya Un-Nooh,7,1256,1438,0.2672511194925776,0.3881726309982629,228,113,1341,674,533,311,3685,1963,129,57,472,228,191,109,598,318,4,1,0.0,0.8,5203,0.5026099925428784,0.5327001356852104,0.4956140350877193,0.5834896810506567
Julien Leclercq,Jiang Jun,7,1145,1033,0.6492231123314619,0.569546223939229,46,21,232,109,7,2,37,17,101,51,212,100,37,17,37,17,4,0,0.0,1.0,5203,0.4698275862068966,0.4594594594594595,0.45652173913043476,0.2857142857142857
Neil Robertson,Sanderson Lam,7,1447,1248,0.7513122476997511,0.6218716423074662,1222,815,9023,5197,248,96,1492,653,225,113,938,533,173,88,437,209,2,4,1.0,0.3333333333333333,5203,0.5759725146846947,0.43766756032171583,0.6669394435351882,0.3870967741935484
Lukas Kleckers,Mark Joyce,7,1245,1273,0.4617811766046101,0.4825071423336102,204,84,1159,517,610,313,4234,2127,137,67,442,205,112,57,419,199,4,3,0.0,0.5714285714285714,5203,0.4460742018981881,0.502361832782239,0.4117647058823529,0.5131147540983606
Stuart Bingham,Jenson Kendrick,7,1468,955,0.9558685118862028,0.7828750312283104,1459,922,10097,5730,56,17,309,121,275,145,1065,578,68,16,208,82,1,4,1.0,0.1999999999999999,5203,0.567495295632366,0.39158576051779936,0.6319396847155586,0.30357142857142855
Ding Junhui,Ma Hailong,7,1501,1054,0.9326503462134864,0.7535246977220308,951,633,7277,4151,13,4,84,36,191,100,671,377,84,36,84,36,4,3,0.0,0.5714285714285714,5203,0.5704273739178233,0.42857142857142855,0.6656151419558359,0.3076923076923077
Ross Muir,Jamie Jones,7,1248,1326,0.394694516010815,0.4514038914168656,267,106,1672,770,647,385,4220,2281,110,53,394,203,200,95,641,337,1,4,1.0,0.1999999999999999,5203,0.4605263157894737,0.540521327014218,0.3970037453183521,0.5950540958268934
Si Jiahui,Alexander Ursenbacher,7,1447,1285,0.7099919234270913,0.5998883688639983,140,73,911,483,257,118,1549,739,297,167,661,353,114,58,383,187,4,3,0.0,0.5714285714285714,5203,0.5301866081229418,0.47708198837959975,0.5214285714285715,0.4591439688715953
Liu Hongyu,Shaun Murphy,7,1132,1565,0.0733898466497402,0.2530332064803101,18,11,91,54,1322,872,9543,5429,48,29,91,54,311,190,939,541,4,3,0.0,0.5714285714285714,5203,0.5934065934065934,0.568898669181599,0.6111111111111112,0.659606656580938
Ryan Thomerson,Andrew Higginson,7,969,1348,0.1008954799267901,0.2793878699891293,58,15,340,129,859,496,5961,3237,91,33,169,60,136,73,411,221,1,4,1.0,0.1999999999999999,5203,0.37941176470588234,0.5430296930045294,0.25862068965517243,0.5774155995343423
Marco Fu,John Higgins,7,1340,1580,0.207067195115981,0.3543436937742046,947,554,7065,3825,1797,1269,14008,8261,77,30,199,94,327,194,1345,782,3,4,1.0,0.4285714285714286,5203,0.5414012738853503,0.5897344374643061,0.5850052798310454,0.7061769616026711
Andy Hicks,Mohamed Ibrahim,7,1241,972,0.8195570476403491,0.6620627248063988,744,391,5708,2918,22,4,140,46,116,54,403,177,85,29,106,37,4,0,0.0,1.0,5203,0.5112123335669236,0.32857142857142857,0.5255376344086021,0.18181818181818182
Louis Heathcote,Thor Chuan Leong,7,1249,1202,0.5639634145132848,0.5293412500457856,176,81,981,477,160,57,994,435,163,87,455,220,51,29,81,49,4,1,0.0,0.8,5203,0.48623853211009177,0.43762575452716296,0.4602272727272727,0.35625
Barry Hawkins,Anthony Hamilton,7,1559,1320,0.7919725105475417,0.645084137572727,1291,807,8880,4972,1026,584,7545,3981,235,138,919,523,155,73,504,252,4,1,0.0,0.8,5203,0.55990990990991,0.5276341948310139,0.6250968241673122,0.5692007797270955
Andy Lee,He Guoqiang,7,1113,1182,0.4065907825999156,0.4569816192756901,187,82,1117,509,35,21,204,107,95,33,217,95,121,75,121,75,2,4,1.0,0.3333333333333333,5203,0.4556848701880036,0.5245098039215687,0.4385026737967914,0.6
Tian Pengfei,Xiao Guodong,7,1349,1487,0.3185334396534134,0.4145954308705349,541,301,3544,1876,718,418,4492,2469,157,82,462,231,356,196,880,478,1,4,1.0,0.1999999999999999,5203,0.5293453724604966,0.5496438112199465,0.55637707948244,0.5821727019498607
David Grace,Ashley Carty,7,1299,1301,0.4972656477862734,0.4987500026041602,462,216,3011,1464,255,121,1483,731,149,70,431,206,98,53,310,148,4,2,0.0,0.6666666666666666,5203,0.4862172035868482,0.49291975724882,0.4675324675324675,0.4745098039215686
John Astley,Martin Gould,7,1286,1309,0.4685893056508032,0.4856289593029398,340,155,2098,996,883,521,5761,3118,139,65,446,219,83,35,526,252,2,4,1.0,0.3333333333333333,5203,0.4747378455672069,0.5412254816872071,0.45588235294117646,0.5900339750849377
David Gilbert,Dean Young,7,1439,1063,0.8973679326012581,0.7190996574163839,905,527,6201,3346,86,34,439,187,200,106,836,469,132,59,336,136,4,1,0.0,0.8,5203,0.5395903886469924,0.42596810933940776,0.5823204419889503,0.3953488372093023
Tom Ford,Xu Si,7,1431,1334,0.6300664956451868,0.5603296426885532,899,514,6091,3252,172,70,1094,496,301,159,869,467,148,75,412,199,4,3,0.0,0.5714285714285714,5203,0.5339024790674766,0.453382084095064,0.5717463848720801,0.4069767441860465
Dylan Emery,Noppon Saengkham,7,1195,1435,0.2070671951159809,0.3543436937742045,90,38,495,238,423,220,2876,1445,96,42,348,167,270,143,643,339,4,2,0.0,0.6666666666666666,5203,0.4808080808080808,0.5024339360222532,0.4222222222222222,0.5200945626477541
Victor Sarkis,Adam Duffy,7,918,1120,0.2454891902067127,0.376366371701774,16,1,83,16,417,201,2621,1303,65,12,83,16,111,43,227,95,1,4,1.0,0.1999999999999999,5203,0.1927710843373494,0.497138496756963,0.0625,0.48201438848920863
Graeme Dott,Yisong Peng,7,1387,1036,0.8819896948101545,0.706303891936407,1155,675,8301,4468,28,7,175,65,149,77,701,364,121,49,175,65,4,1,0.0,0.8,5203,0.5382484038067703,0.37142857142857144,0.5844155844155844,0.25
Long Zehuang,Scott Donaldson,7,1114,1368,0.1939175413401273,0.346377669100496,38,18,201,97,466,248,2966,1511,42,19,42,19,155,82,632,317,3,4,1.0,0.4285714285714286,5203,0.48258706467661694,0.5094403236682401,0.47368421052631576,0.5321888412017167
Ashley Hugill,Ryan Day,7,1300,1382,0.3894398892710192,0.448928730692658,234,104,1393,663,1265,749,8346,4549,156,73,494,237,238,117,838,439,2,4,1.0,0.3333333333333333,5203,0.47595118449389806,0.5450515216870357,0.4444444444444444,0.5920948616600791
Mark Davis,Joe Perry,7,1326,1374,0.4346885316890212,0.4700359482354282,1284,763,8835,4801,1358,794,9338,5051,161,83,488,239,222,114,773,394,4,1,0.0,0.8,5203,0.5434069043576684,0.5409081173698865,0.5942367601246106,0.5846833578792342
Rebecca Kenna,Dominic Dale,7,850,1284,0.0729442822351944,0.2525609797798001,30,3,152,32,1078,597,7472,3931,59,7,138,30,111,58,424,201,1,4,1.0,0.1999999999999999,5203,0.21052631578947367,0.5260974304068522,0.1,0.5538033395176253
Jamie Clarke,Ali Carter,7,1316,1507,0.2573315456989991,0.3828426373470278,308,153,1807,902,1263,776,8538,4720,106,51,476,233,349,202,1059,610,1,4,1.0,0.1999999999999999,5203,0.4991698948533481,0.552822675099555,0.4967532467532468,0.6144101346001584
Anton Kazakov,Stuart Carrington,7,979,1303,0.13649619723453,0.3078904956982118,27,3,161,50,493,265,3093,1616,85,27,161,50,136,76,459,240,0,4,1.0,0.0,5203,0.3105590062111801,0.5224700937601034,0.1111111111111111,0.537525354969574
James Cahill,Manasawin Phetmalaikul,7,1289,1001,0.8357070215370299,0.6726070170677604,310,130,1917,895,40,16,217,96,144,71,479,237,50,27,97,46,4,2,0.0,0.6666666666666666,5203,0.4668753260302556,0.4423963133640553,0.41935483870967744,0.4
Zak Surety,Oliver Brown,7,1215,1143,0.597385469526587,0.5448788923735801,224,100,1268,600,260,116,1398,662,113,49,367,166,98,37,242,99,1,4,1.0,0.1999999999999999,5203,0.47318611987381703,0.47353361945636624,0.44642857142857145,0.4461538461538462
Luca Brecel,Stan Moody,7,1526,1016,0.9549844486683168,0.7815974639023655,611,356,4062,2200,28,8,155,62,265,143,876,495,80,26,140,56,4,3,0.0,0.5714285714285714,5203,0.5416051206302314,0.4,0.5826513911620295,0.2857142857142857
Siripaporn Nuanthakhamjan,Mohammed Asif,7,966,1099,0.32463153716994,0.4176324592719206,4,0,30,6,48,18,315,145,30,6,30,6,80,26,143,62,3,4,1.0,0.4285714285714286,5203,0.2,0.4603174603174603,0.0,0.375
Ben Mertens,Zhang Anda,7,1279,1403,0.3357342215120213,0.4231147388679537,80,40,468,242,432,217,2971,1503,193,108,340,182,208,120,461,252,0,4,1.0,0.0,5203,0.5170940170940171,0.5058902726354763,0.5,0.5023148148148148
